Index	JobID	FLSIMU Runtime sec
71	66596265	1096
39	66596228	1256
45	66596234	1228
16	66596199	1609
85	66596281	1358
38	66596226	1316
37	66596225	1167
50	66596241	1510
60	66596252	1725
30	66596217	1737
68	66596262	1746
86	66596282	1696
96	66596294	1672
13	66596195	1492
48	66596237	1681
9	66596191	1830
62	66596254	1741
83	66596279	1263
51	66596242	1652
57	66596249	1697
65	66596258	1710
11	66596193	1768
14	66596197	1775
79	66596275	1746
63	66596255	1866
53	66596244	1577
5	66596186	1719
98	66596297	2315
84	66596280	1944
17	66596200	1826
22	66596207	2759
70	66596264	1955
92	66596290	1846
72	66596266	2517
82	66596278	1765
12	66596194	2073
94	66596292	1733
73	66596267	2293
54	66596245	1897
1	66596181	2241
97	66596295	2422
59	66596251	2123
69	66596263	1998
64	66596257	2389
34	66596221	1600
89	66596287	2505
24	66596209	2371
93	66596291	2315
76	66596272	2463
81	66596277	2169
77	66596273	2483
67	66596261	2288
8	66596190	2290
25	66596211	2363
44	66596233	2458
2	66596183	2376
20	66596205	2482
75	66596269	2459
49	66596239	2325
31	66596218	2031
55	66596246	1459
95	66596293	2081
88	66596285	2487
61	66596253	2498
87	66596283	2502
80	66596276	2410
23	66596208	2399
19	66596204	2389
29	66596216	2768
4	66596185	2774
90	66596288	2450
7	66596189	2536
47	66596236	1778
58	66596250	2479
78	66596274	2311
99	66596299	2787
43	66596232	2494
41	66596230	2504
10	66596192	2517
28	66596215	2575
46	66596235	2340
36	66596223	2483
42	66596231	2519
91	66596289	1463
32	66596219	2504
3	66596184	2342
27	66596213	2481
52	66596243	2730
56	66596247	1761
6	66596187	2340
35	66596222	2541
33	66596220	2425
15	66596198	2385
0	66596179	2483
21	66596206	2847
74	66596268	2021
40	66596229	2352
18	66596202	2545
26	66596212	2933
66	66596260	2455
