Index	JobID	FLSIMU Runtime sec
97	66603338	2648
71	66603304	2595
73	66603306	2219
99	66603341	2599
96	66603337	2619
55	66603284	3371
63	66603293	4194
72	66603305	2913
47	66603273	3035
69	66603302	4495
84	66603321	3711
98	66603340	4689
57	66603286	3424
93	66603334	4631
68	66603301	4480
56	66603285	3195
42	66603266	3763
65	66603296	3854
62	66603292	3545
74	66603307	3162
50	66603277	4663
52	66603281	3436
31	66603251	3655
24	66603242	3276
26	66603244	4996
5	66603207	3989
40	66603262	4988
76	66603310	4015
77	66603312	3517
66	66603298	3076
83	66603320	3638
70	66603303	4640
8	66603211	5481
75	66603308	4089
92	66603333	4626
34	66603254	4735
9	66603212	4642
7	66603210	4400
2	66603203	4095
13	66603216	4371
6	66603208	4977
0	66603200	4976
49	66603275	3991
37	66603258	5576
81	66603317	3361
1	66603201	4536
32	66603252	4504
22	66603240	4363
36	66603257	4776
18	66603223	4965
29	66603248	4642
58	66603287	4488
82	66603318	5271
64	66603295	4862
67	66603299	4507
39	66603261	5592
15	66603220	5022
28	66603246	4533
88	66603326	4072
20	66603225	4969
85	66603323	5880
14	66603219	5411
94	66603335	5557
54	66603283	5204
12	66603215	5185
79	66603315	4613
19	66603224	4713
17	66603222	4685
45	66603271	3301
10	66603213	4978
11	66603214	4980
87	66603325	4971
80	66603316	4634
4	66603206	4990
3	66603204	4976
86	66603324	5033
60	66603290	4962
33	66603253	4878
59	66603288	5096
16	66603221	5130
25	66603243	4828
89	66603328	5014
44	66603270	4964
95	66603336	4981
48	66603274	4840
35	66603255	5101
46	66603272	5677
41	66603264	5209
38	66603259	5048
61	66603291	4242
23	66603241	5326
21	66603237	4669
43	66603268	5059
51	66603279	4748
27	66603245	5004
30	66603250	5313
53	66603282	4695
90	66603330	5476
78	66603313	4924
91	66603331	5496
