Index	JobID	FLSIMU Runtime sec
59	66595450	1239
37	66595423	1106
77	66595470	1026
60	66595451	1063
29	66595414	1112
97	66595499	1117
93	66595493	1141
75	66595468	1121
18	66595401	1115
6	66595387	1419
5	66595386	1163
70	66595463	1377
82	66595478	1361
74	66595467	1100
64	66595455	1222
63	66595454	1339
39	66595426	1124
71	66595464	1318
95	66595497	1481
17	66595400	1337
54	66595443	1293
24	66595408	1614
3	66595383	1510
66	66595457	1449
98	66595500	1232
19	66595403	1366
51	66595440	1537
8	66595390	1495
45	66595433	1583
85	66595482	1561
79	66595474	1560
68	66595460	1156
89	66595487	1549
47	66595435	1493
52	66595441	1446
11	66595393	1599
35	66595421	1607
32	66595418	1504
78	66595472	1879
13	66595395	1606
86	66595483	1560
55	66595445	1475
84	66595481	1665
65	66595456	1556
67	66595458	1553
2	66595382	1609
7	66595389	1562
76	66595469	1535
56	66595446	1511
15	66595397	1587
83	66595480	1590
42	66595429	1643
69	66595461	1614
25	66595409	1843
26	66595410	1118
20	66595404	1638
50	66595439	1648
33	66595419	1635
88	66595486	1680
41	66595428	1508
44	66595432	1644
43	66595431	1632
14	66595396	1661
62	66595453	1637
10	66595392	1658
90	66595488	1628
34	66595420	1655
36	66595422	1655
48	66595436	1117
46	66595434	1631
73	66595466	1530
12	66595394	1459
96	66595498	1664
27	66595412	1655
99	66595501	1650
28	66595413	1697
22	66595406	1695
38	66595425	1571
31	66595416	1507
61	66595452	1674
53	66595442	1600
49	66595438	1391
58	66595448	1575
72	66595465	1460
91	66595490	1671
1	66595381	1655
80	66595475	1656
57	66595447	1460
0	66595380	1828
94	66595494	1592
40	66595427	1644
16	66595399	1669
87	66595485	1663
81	66595476	1608
9	66595391	1654
92	66595491	1869
30	66595415	1691
23	66595407	1639
4	66595384	1659
21	66595405	1695
